gers_id,target_id,label,confidence,reasoning,labeler,dataset
35fff370-0702-4eba-ae1d-61e50b62b1d0,boston_bike_2131_882a306615,no_match,0.85,Parallel segments with consistent offset - blue (footway) runs below/south of red (Franklin Street) suggesting separate adjacent features like road and sidewalk,claude_opus_geometry_only,us_boston_bike_network
3f4d080b-0c5c-4f25-8f67-5004ab9fa2b5,boston_bike_3179_882a306601,match,0.95,Blue and red lines follow the same path along the bridge with near-perfect overlap; both are cycling/pedestrian infrastructure (cycleway vs path); slight length difference at west end is acceptable subsegment match; names confirm same feature (North Bank Bridge vs North Bank Shared-Use Bridge),claude_opus_geometry_only,us_boston_bike_network
44538cf4-9d1b-41ec-ad2e-0603d359bbfb,boston_bike_272_882a306639,no_match,0.85,Blue (primary road) and red (cycleway) run parallel but are clearly separate features - distinct parallel lines with consistent offset indicating road vs adjacent bike lane/path,claude_opus_geometry_only,us_boston_bike_network
445dae42-3164-48af-b7bb-f7512d709020,boston_bike_2158_882a306615,no_match,0.85,Parallel segments with consistent offset - blue and red lines run alongside each other but do not overlap on the same path indicating separate features like a footway adjacent to a pedestrian street,claude_opus_geometry_only,us_boston_bike_network
46a57333-28ae-429f-97b6-56435e8509bb,boston_bike_1400_882a306615,no_match,0.85,Parallel but separate features - blue (footway) and red (Purchase Street road) run alongside each other with consistent offset indicating sidewalk vs road rather than digitization error,claude_opus_geometry_only,us_boston_bike_network
48576f20-573c-4bf1-a9d6-ecc8e78d13eb,boston_bike_3239_882a306601,match,0.9,Blue and red lines follow the same curved path with minor digitization offset; footway vs path are compatible pedestrian feature types,claude_opus_geometry_only,us_boston_bike_network
4bfc5340-0a37-4c28-beaa-c43876943c27,boston_bike_2812_882a306615,no_match,0.85,Parallel segments with consistent offset - blue (footway) and red (pedestrian/Summer Street) run alongside each other rather than overlapping on the same path,claude_opus_geometry_only,us_boston_bike_network
4c551cad-4f1f-4e91-b894-686cbb2d34bb,boston_bike_1082_882a30661d,match,0.95,Blue and red lines follow the same diagonal path with near-complete overlap representing the same Broad Street segment,claude_opus_geometry_only,us_boston_bike_network
4efec2f8-f11f-4e49-8234-cb1c02532e05,boston_bike_1084_882a30661d,match,0.85,Blue and red segments follow same path on High Street with slight curve offset and nearly identical lengths,claude_opus_geometry_only,us_boston_bike_network
4efec2f8-f11f-4e49-8234-cb1c02532e05,boston_bike_2522_882a30661d,match,0.95,Blue and red segments follow identical horizontal path with near-perfect overlap and same endpoints - same physical road feature,claude_opus_geometry_only,us_boston_bike_network
50f9894c-5c29-486b-810d-d85394f3f43e,boston_bike_1447_882a30661d,match,0.95,Blue and red segments follow identical path along Milk Street with near-perfect overlap and matching endpoints,claude_opus_geometry_only,us_boston_bike_network
57d78031-75dc-44c9-a9cb-54d993e9a742,boston_bike_2135_882a30660b,no_match,0.85,Blue segment is short vertical line at top while red segment is longer diagonal line extending southwest - they share an endpoint but follow different paths/directions,claude_opus_geometry_only,us_boston_bike_network
59daa9f5-d0db-48da-813d-5da0496edaab,boston_bike_720_882a306603,no_match,0.85,Parallel segments with consistent lateral offset - blue and red lines run alongside each other but do not overlap on the same path indicating separate carriageways or adjacent features,claude_opus_geometry_only,us_boston_bike_network
5c01bc14-bcd7-4bd4-a4e6-4291dfa7d978,boston_bike_2499_882a306611,no_match,0.9,Parallel segments with consistent offset - footway vs cycleway are separate adjacent features not the same physical path,claude_opus_geometry_only,us_boston_bike_network
5c54bf88-e86a-4285-ac5e-203905fdb708,boston_bike_1048_882a30661d,match,0.9,Blue and red segments follow same diagonal path with significant overlap along Broad Street - small offset is typical digitization error,claude_opus_geometry_only,us_boston_bike_network
5ca308f2-8aaa-4763-99fc-922bcb034159,boston_bike_620_882a306631,no_match,0.85,Parallel segments with consistent offset - footway vs cycleway are different feature types running alongside each other,claude_opus_geometry_only,us_boston_bike_network
5da0d45a-4f25-4786-9de8-bdec8b8e554b,boston_bike_1764_882a30660b,match,0.85,Blue segment is a short subsection that aligns collinearly with the longer red segment on the same road path - same heading and overlapping endpoints indicate same physical feature with different digitization lengths,claude_opus_geometry_only,us_boston_bike_network
5da0d45a-4f25-4786-9de8-bdec8b8e554b,boston_bike_688_882a30660b,match,0.95,Blue segment lies directly on top of red segment along same path - subsegment of same road with identical names and matching heading,claude_opus_geometry_only,us_boston_bike_network
621cbd22-3d3f-4ea0-8871-6597aed70b3d,boston_bike_2138_882a30661d,no_match,0.85,Parallel lines with consistent offset - blue (footway) and red (road) run alongside each other but are clearly separate features not the same physical path,claude_opus_geometry_only,us_boston_bike_network
640e0b5a-ffba-4404-a006-43659dd43466,boston_bike_325_882a30660b,no_match,0.85,Parallel offset lines - blue and red segments run alongside each other but are clearly separate features not overlapping; reference is footway while target is Salem Street road,claude_opus_geometry_only,us_boston_bike_network
667fdd7c-8500-4169-890d-8dde6bcca7a5,boston_bike_2838_882a306615,match,0.9,Blue and red segments follow same diagonal path with minor offset consistent with digitization error; both pedestrian class; red is shorter subsegment of blue,claude_opus_geometry_only,us_boston_bike_network
66bf5de9-4427-40a2-af27-60fd9d5ae3e7,boston_bike_1798_882a30663b,match,0.95,Blue and red segments follow identical path along Stuart Street with red extending further - same physical road feature with subsegment overlap,claude_opus_geometry_only,us_boston_bike_network
688d3808-cb07-4252-bfb3-71735638b007,boston_bike_2933_882a30663b,no_match,0.85,Road (primary) vs cycleway are different feature types despite same name and overlapping geometry,claude_opus_geometry_only,us_boston_bike_network
6933888e-be49-42d2-9cd4-e8a829599869,boston_bike_967_882a306631,no_match,0.85,Road (secondary) vs cycleway are different feature types despite overlapping geometry and same name,claude_opus_geometry_only,us_boston_bike_network
71737d4e-5630-45ca-98d9-58f0b4e8d096,boston_bike_1053_882a30660b,no_match,0.85,Parallel segments with consistent lateral offset - blue (footway) and red (Salem Street) run side by side rather than overlapping on same path,claude_opus_geometry_only,us_boston_bike_network
751aaed9-efb6-45a5-a305-974969bea188,boston_bike_2462_882a306615,match,0.95,Blue and red segments follow identical path with near-perfect overlap along same linear feature; same name Essex Street; nearly identical lengths (39.46m vs 39.48m); minimal offset consistent with digitization variance,claude_opus_geometry_only,us_boston_bike_network
77aeb5a1-260f-4693-bb43-3dd2d313c175,boston_bike_1766_882a30661d,match,0.9,Blue and red segments follow same diagonal path with slight offset typical of digitization error - same Cross Street feature,claude_opus_geometry_only,us_boston_bike_network
7d2d81ea-9411-43e1-87ac-b30472e98bc0,boston_bike_2158_882a306615,match,0.95,Blue and red segments follow the same diagonal path with near-complete overlap along Bromfield Street - both pedestrian class with identical names and similar lengths (~74m vs ~72m),claude_opus_geometry_only,us_boston_bike_network
80c43a11-103e-4052-9a8e-2ad5c1c9d3da,boston_bike_968_882a306639,no_match,0.85,Parallel lines with consistent offset - reference (footway) runs alongside target (Commonwealth Avenue road/bike network) rather than overlapping same feature,claude_opus_geometry_only,us_boston_bike_network
82e03239-1fc2-481b-82f5-ce0f5e4aae89,boston_bike_679_882a306615,match,0.95,Blue and red segments follow the same diagonal path with slight offset consistent with digitization error; same road (Essex Street) with red segment being a subsection of the blue,claude_opus_geometry_only,us_boston_bike_network
84fab6c0-cbe7-4839-98e9-dd8acdac30c6,boston_bike_1442_882a30661d,no_match,0.85,Blue and red segments are parallel but offset - appear to be separate parallel features not the same road centerline,claude_opus_geometry_only,us_boston_bike_network
87d5fc65-7a29-422a-9473-93dd243f5acf,boston_bike_685_882a30661d,match,0.95,Blue and red segments follow identical diagonal path with near-complete overlap and minimal offset,claude_opus_geometry_only,us_boston_bike_network
88c439e0-e925-4443-b944-ed44f4a63c95,boston_bike_679_882a306615,no_match,0.85,Blue and red segments diverge at different angles - blue curves down while red continues straight - indicating parallel but separate features not the same physical road,claude_opus_geometry_only,us_boston_bike_network
89dc9162-c8f5-4ccf-a074-086369fa768c,boston_bike_627_882a306631,no_match,0.95,Parallel offset lines representing different feature types (footway vs cycleway) running alongside each other - not the same physical feature,claude_opus_geometry_only,us_boston_bike_network
8ea0fd06-5e32-45d4-bfd6-1ca46a01ae9c,boston_bike_2169_882a30661d,no_match,0.85,Parallel lines with consistent offset - blue (footway) and red run side by side rather than overlapping indicating separate features like sidewalk vs road,claude_opus_geometry_only,us_boston_bike_network
916a0c15-78c9-4c30-9d66-57c16ec42bd1,boston_bike_2900_882a306615,no_match,0.85,Primary road vs cycleway - different feature types even though geometrically parallel and same name,claude_opus_geometry_only,us_boston_bike_network
971f1506-db30-4c72-8392-c40026f0be78,boston_bike_1826_882a30661d,no_match,0.85,Road (secondary) vs cycleway are different feature types despite overlapping geometry,claude_opus_geometry_only,us_boston_bike_network
9abbc62f-21ad-4b4b-8e14-5368eaeeea8f,boston_bike_2460_882a306615,no_match,0.85,Parallel offset segments (footway vs cycleway) - blue and red lines run parallel but clearly separated indicating different physical features not digitization error,claude_opus_geometry_only,us_boston_bike_network
a074acd2-885b-428c-a679-819464c3170d,boston_bike_2840_882a30661d,match,0.9,Blue and red segments follow the same diagonal path with slight offset consistent with GPS/digitization error - same street (Kilby Street) same physical feature,claude_opus_geometry_only,us_boston_bike_network
afb28d3d-fe25-4873-9f38-138fb844220e,boston_bike_2407_882a30663b,no_match,0.85,Parallel lines with consistent offset - reference is footway and target is St James Avenue road - different feature types running parallel,claude_opus_geometry_only,us_boston_bike_network
b11d213c-f2ef-4aff-a575-d9e65c21f805,boston_bike_2474_882a306615,match,0.95,Blue and red segments follow same diagonal path with near-complete overlap representing same Devonshire Street road segment,claude_opus_geometry_only,us_boston_bike_network
b2c3e225-c3de-47a6-913b-ad93d8fd6138,boston_bike_1766_882a30661d,match,0.95,Blue and red segments follow same diagonal path with red being a subsegment of blue - same physical road with different digitized lengths,claude_opus_geometry_only,us_boston_bike_network
b54a3362-2af3-4603-8eb3-d4df87e7f9ae,boston_bike_2811_882a306615,no_match,0.85,Segments meet at endpoint but diverge in different directions - footway connecting to street not same feature,claude_opus_geometry_only,us_boston_bike_network
b557f0c9-0887-4ab5-a468-122d17b3c77d,boston_bike_1787_882a30661d,no_match,0.9,Blue and red segments are clearly parallel but offset - they follow adjacent paths not the same physical feature,claude_opus_geometry_only,us_boston_bike_network
b6f4597a-1c81-4ce7-be4e-a3a8b30c78ea,boston_bike_1441_882a30661d,no_match,0.85,Parallel lines with consistent offset - blue (footway) and red (Franklin Street) run alongside each other but are clearly separate features not overlapping on the same path,claude_opus_geometry_only,us_boston_bike_network
bb72bcc3-2fe1-47ed-beb5-9bc2b8ba7b1e,boston_bike_2457_882a30660b,match,0.95,Blue and red segments follow identical diagonal path with near-perfect overlap and same length (24.5m each),claude_opus_geometry_only,us_boston_bike_network
bb8e9942-ef3b-4588-a112-f98848f19307,boston_bike_714_882a306611,no_match,0.85,Parallel lines with consistent offset - footway (HarborWalk) vs cycleway (Congress St) are separate adjacent facilities not the same physical feature,claude_opus_geometry_only,us_boston_bike_network
bdaca25d-240e-4256-a804-83e63f4fa222,boston_bike_1804_882a306639,no_match,0.85,Road (primary) vs cycleway are different feature types - blue reference is shorter road segment while red target is longer bike lane running parallel but offset; class mismatch primary/cycleway indicates distinct infrastructure,claude_opus_geometry_only,us_boston_bike_network
beb5eca9-7fa3-4af2-80e4-4679ebf67647,boston_bike_1803_882a306639,no_match,0.85,Road (primary) vs cycleway are different feature types even though geometries overlap on same corridor,claude_opus_geometry_only,us_boston_bike_network
bf32b561-4bd6-4fac-bed2-def83f5f5bd5,boston_bike_3308_882a306601,match,0.9,Blue and red segments follow the same curved path with nearly identical geometry and minimal offset indicating the same physical cycleway/path feature,claude_opus_geometry_only,us_boston_bike_network
c0c58aa1-ff2f-42c7-a933-34750338154a,boston_bike_2519_882a30661d,no_match,0.85,Parallel segments running side-by-side with consistent lateral offset - likely footway adjacent to road not same feature,claude_opus_geometry_only,us_boston_bike_network
c3ba2698-2adf-4f34-b9c3-d588d8e6eafc,boston_bike_2839_882a30661d,no_match,0.85,Blue segment is perpendicular to red - they intersect at an angle rather than following the same path; also different feature types (footway vs unknown/street),claude_opus_geometry_only,us_boston_bike_network
c610213f-5f73-4877-9e70-67b8e51fbb1e,boston_bike_2480_882a30661d,no_match,0.85,Parallel offset segments - blue (footway) and red (cycleway) run alongside each other as separate features rather than overlapping on the same path,claude_opus_geometry_only,us_boston_bike_network
c67a4650-0c4b-49ce-9a74-b2dd0019beb5,boston_bike_2479_882a30661d,no_match,0.85,Parallel segments with consistent offset - blue and red lines run parallel but are clearly separate features not overlapping,claude_opus_geometry_only,us_boston_bike_network
d7690b28-4210-4b20-8de6-287d7c7bfed9,boston_bike_2428_882a306631,no_match,0.85,Reference is footway class while target is a road/street - different feature types even though geometries run parallel with small offset,claude_opus_geometry_only,us_boston_bike_network
df25ba4e-49d0-4f16-89dd-676951e9917c,boston_bike_2132_882a30661d,match,0.95,Blue and red segments follow the same diagonal path with red being a shorter subsegment of the blue line - both represent Kilby Street,claude_opus_geometry_only,us_boston_bike_network
e202685a-cd08-4398-a17d-ab6b69e54288,boston_bike_271_882a306639,no_match,0.85,Footway vs cycleway are different feature types and segments show offset parallel alignment rather than same physical path,claude_opus_geometry_only,us_boston_bike_network
e33b1c01-d419-4fa8-addf-a1a91f5c4964,boston_bike_2918_882a306603,no_match,0.85,Blue and red segments are parallel but offset ~10-15m apart - blue runs northwest while red runs more directly south; this appears to be road vs adjacent cycleway (different feature types: primary road vs cycleway),claude_opus_geometry_only,us_boston_bike_network
e33b1c01-d419-4fa8-addf-a1a91f5c4964,boston_bike_2940_882a306603,match,0.85,Blue and red segments follow same vertical path along Staniford Street with slight offset typical of GPS/digitization error; blue is shorter subsegment of red line; same road feature despite length difference,claude_opus_geometry_only,us_boston_bike_network
e40713a4-fcd2-41cc-9bd3-50f34a0f2f30,boston_bike_2846_882a30660b,no_match,0.85,Reference is footway class while target is road (Salem Street) - different feature types despite similar geometry alignment,claude_opus_geometry_only,us_boston_bike_network
e40afa3b-627e-456e-b098-9c5e794339f2,boston_bike_1049_882a30661d,no_match,0.85,Parallel lines with consistent offset - blue (footway) and red (Oliver Street) run adjacent but are clearly separate features not the same physical path,claude_opus_geometry_only,us_boston_bike_network
e4681c6f-d6c1-4300-8049-b9f17b98428c,boston_bike_2873_882a30660b,no_match,0.9,Parallel segments running side-by-side with clear separation - footway vs cycleway are different feature types,claude_opus_geometry_only,us_boston_bike_network
f9751366-f6b2-450e-8291-d6220448e9a9,boston_bike_1447_882a30661d,no_match,0.9,Parallel segments with clear vertical separation - likely road vs adjacent sidewalk/footway,claude_opus_geometry_only,us_boston_bike_network
faa68d1d-da12-4388-ae97-78601cf7cd1f,boston_bike_2842_882a30661d,no_match,0.75,Footway vs street are different feature types even though geometrically aligned,claude_opus_geometry_only,us_boston_bike_network
