source_batch,group_id,consensus,choice,edge_set,routing,n_votes,n_valid,minority,mean_confidence,route_reason,evidence_id,evidence_pack_sha256,displayed_candidate_universe_sha256,option_menu_sha256,chosen_option_id,panel_invocation_sha256,consensus_policy_sha256
tn_tunis_ml_roads_sweep1_20260712,93805628,unanimous,A,"[[""216e2c29-64c1-4a3f-9efb-afaa8685b77c"", ""tn_tunis_ml_268c9cb5718e_88386e0c65""], [""dbaf52c5-e6af-49c9-b58a-87cec95fe2e4"", ""tn_tunis_ml_268c9cb5718e_88386e0c65""]]",auto_accept,4,4,,0.955,unanimous,54d8f424e1bcbbaacc50b63e05782b71f453f90bdf7e312afd3c634487f5fc6d,f429a1bc6898c4fda62170b110d6d2dec3f92ef6cc47edb99bab4149488a8395,a0477a0d882b57b4a5c26fd8695e09aec20b06c54772bb77e62d3542fbbc25f8,fbc9288fcb8747a1308876fd2e611fb0ffbe3206945314d25c7d1e8aac7f556b,a0477a0d882b57b4a5c26fd8695e09aec20b06c54772bb77e62d3542fbbc25f8,ce0761c3865f7eb091d03a1c48ee8ef7bb00cbfc010bad2ad6d08144e02b8494,b992825a02344905edddd83af9b7073dc79042d93b74044f3382d446a5a511bb
tn_tunis_ml_roads_sweep1_20260712,99911d68,majority,H,"[[""01c9a9da-d8aa-4bd0-b09e-b07ecad88cbb"", ""tn_tunis_ml_6d4f62cb7f2f_88386e2a8d""], [""84abddb1-81ab-4795-9a84-a9e71a73f683"", ""tn_tunis_ml_9e5b82f6d337_88386e2a8d""], [""89d816b4-4767-4354-93c5-dc9e27463673"", ""tn_tunis_ml_6d4f62cb7f2f_88386e2a8d""]]",human_review,4,3,muse=G,0.815,dissent:muse=G,81819f9bf7a9a0f2372ac15d8fda30e58010569025c35edcd28ce28c37698757,a283302bc5c807f9853d615033026a8a814178d1961c2988d302c298890f72d5,045bfa7c3f33b6c9abc23b45efe9ff9156dbac6d040e124ade3f0977cfd4ef23,8962ca35d3597705c9951ebb274ddfb3ba73ed4340f6de3de102d1df6564413c,aa2592db2a6044a2bff176ba0231b1e517ec61bf17e558bfab651b7633b8e063,ce0761c3865f7eb091d03a1c48ee8ef7bb00cbfc010bad2ad6d08144e02b8494,b992825a02344905edddd83af9b7073dc79042d93b74044f3382d446a5a511bb
tn_tunis_ml_roads_sweep1_20260712,a8c177d1,majority,E,"[[""03ced374-1c92-40dd-b678-baea041a3c05"", ""tn_tunis_ml_2221b0f3e667_88386e31e5""], [""03ced374-1c92-40dd-b678-baea041a3c05"", ""tn_tunis_ml_f6642f191e33_88386e3adb""], [""1132c3b1-77b2-4fed-b657-25dbc7c2e3ac"", ""tn_tunis_ml_8b5f7888ce4b_88386e31a5""], [""1a2156cd-ddd4-4606-bb0a-0ba809d845e2"", ""tn_tunis_ml_91e6954ba253_88386e31a5""], [""1f8925ea-57ca-4a74-99aa-81df24bf52ac"", ""tn_tunis_ml_30f0cc61731d_88386e31a5""], [""1f8925ea-57ca-4a74-99aa-81df24bf52ac"", ""tn_tunis_ml_863dd75cc025_88386e31a5""], [""1f8925ea-57ca-4a74-99aa-81df24bf52ac"", ""tn_tunis_ml_901f1fee79a7_88386e31a5""], [""231c7131-1c55-4b68-8b42-a64034f8503a"", ""tn_tunis_ml_9676b5261eb1_88386e31a5""], [""2485e114-f873-4bea-aaf7-849e77fe135b"", ""tn_tunis_ml_7ad50d353971_88386e31a5""], [""37b7bf7a-48b1-40e0-9350-031adf5bded5"", ""tn_tunis_ml_d807f603ac03_88386e31a5""], [""42c1c06a-aa89-4c1b-8425-1e5246f48e14"", ""tn_tunis_ml_fd505d9763da_88386e31a5""], [""8483df8b-e534-4a2d-ae3b-b94fd70ddaf1"", ""tn_tunis_ml_30f0cc61731d_88386e31a5""], [""99d3e4be-6927-4ed5-ab0f-833d81b34ddd"", ""tn_tunis_ml_0e45500f2d97_88386e31a5""], [""df83d80b-8e7d-4490-8883-12b05c62781c"", ""tn_tunis_ml_49d3b4ea9e0e_88386e31a5""]]",human_review,4,4,kimi=I,0.743,dissent:kimi=I,48695e51cbcaf49ea08ac89e81dc3a4692806675ee42c7c2bd58685efbe7af66,67f679c3ae32a956e507989da85d1f34502ebfc91fdf5df1c9ddb368114294d3,d62287f502f30c2614c73ee32178d935cc3f4a4ce35afd145d5f9c0c36cce15e,5a5d8a95e10a1074521e1ffc15c8094e01797e1e34688fb85c65b6e7e0cffd95,87ddcb10e318d513beb6f5b52a3e4082da5b4370aca70836e83b3c50fdebb384,ce0761c3865f7eb091d03a1c48ee8ef7bb00cbfc010bad2ad6d08144e02b8494,b992825a02344905edddd83af9b7073dc79042d93b74044f3382d446a5a511bb
tn_tunis_ml_roads_sweep1_20260712,acfa90c9,unanimous,A,"[[""22691bdd-fbfd-4f91-9e9b-54e60d026808"", ""tn_tunis_ml_d8ef26f2cf4c_88386e236d""], [""b22d648a-a209-4f09-abc1-6dce827d4f7a"", ""tn_tunis_ml_d8ef26f2cf4c_88386e236d""]]",auto_accept,4,4,,0.955,unanimous,10dd870ea5dfdb343f0778a07959e5ec85a80c24829a59ba7ae519eb8649a6de,372efc872505b83dea99f615286b3d12d03a95fa66b94108613910a47cc90ccf,259ed91d56f64385cfd7dedb6f599367a3b170ff3523ca935df9fa8a1ec69965,9f04528f3e907893f45cf771c49fb5c168ed1246f54b633627e4e90dc9d09d79,259ed91d56f64385cfd7dedb6f599367a3b170ff3523ca935df9fa8a1ec69965,ce0761c3865f7eb091d03a1c48ee8ef7bb00cbfc010bad2ad6d08144e02b8494,b992825a02344905edddd83af9b7073dc79042d93b74044f3382d446a5a511bb
tn_tunis_ml_roads_sweep1_20260712,f971c741,unanimous,I,"[[""2d7a5a24-bd87-494a-a55d-93e99fb4940c"", ""tn_tunis_ml_3b6a087cd01b_88386ea9c9""], [""2d7a5a24-bd87-494a-a55d-93e99fb4940c"", ""tn_tunis_ml_4fe917171161_88386ea83d""], [""460e0670-d482-4312-85db-ffece315f242"", ""tn_tunis_ml_3b6a087cd01b_88386ea9c9""], [""460e0670-d482-4312-85db-ffece315f242"", ""tn_tunis_ml_55fc8b90fda2_88386ea9c5""], [""460e0670-d482-4312-85db-ffece315f242"", ""tn_tunis_ml_95a40fa6b718_88386ea9c5""], [""4e2348ad-6df9-4d92-b944-646482c2820f"", ""tn_tunis_ml_159360220565_88386ea9c5""], [""4e2348ad-6df9-4d92-b944-646482c2820f"", ""tn_tunis_ml_5d679e2547ae_88386ea9c5""], [""4e2348ad-6df9-4d92-b944-646482c2820f"", ""tn_tunis_ml_75044603fc38_88386ea9c5""], [""4e2348ad-6df9-4d92-b944-646482c2820f"", ""tn_tunis_ml_7db69bc06ad8_88386ea9c5""], [""4e2348ad-6df9-4d92-b944-646482c2820f"", ""tn_tunis_ml_bafb8793d55c_88386ea9c5""], [""4e2348ad-6df9-4d92-b944-646482c2820f"", ""tn_tunis_ml_d4174eeb3016_88386ea9c5""], [""5947b5c2-7021-48b2-9f03-f3fa56b1e353"", ""tn_tunis_ml_178ba5e22d2f_88386ea9e9""], [""7f1fbcf9-8a4a-4d5f-8ad0-def0b7247d68"", ""tn_tunis_ml_2820411e64fe_88386ea9c5""], [""7f1fbcf9-8a4a-4d5f-8ad0-def0b7247d68"", ""tn_tunis_ml_8e9a4c99ec12_88386ea9c5""], [""9ab8e084-95f7-4d8e-ac32-5495f04bce24"", ""tn_tunis_ml_9cf6795558a2_88386ea9c5""], [""ad0f2d6b-6ca6-4062-b6ca-726cf701c423"", ""tn_tunis_ml_a901366f779c_88386ea9e1""], [""fde3949b-8726-442f-88c0-c8b91887351c"", ""tn_tunis_ml_d20fd745527c_88386ea9e1""]]",human_review,4,4,,0.667,low_confidence,bbe1ba8b4e96b82f4616550147edb8da5a4279981dcc3122cd305cb31adb54b9,0da885290926c6b3931dbbcf33e6c180a415b0d007119ed6ac9bdc8c5c772b04,9aad88ec52cd8d5fbe8c9730a3f5158c7c315956abcfc79dcd9d04934f011bce,ee9fd089f80318ed9cf7c8ec8fcfe238c10f14b7d7b7919556ee962352b4e0a9,9ddca43de2627968c3f266e4b0d9e24c56a882b4fcc604632f60de3ecd66d129,ce0761c3865f7eb091d03a1c48ee8ef7bb00cbfc010bad2ad6d08144e02b8494,b992825a02344905edddd83af9b7073dc79042d93b74044f3382d446a5a511bb
tn_tunis_ml_roads_bulk_v7_20260718,0e0bf4f8,unanimous,F,"[[""63f04c67-328a-4b75-b6b6-5f141130d395"", ""tn_tunis_ml_e4636f3382b1_88386e20eb""], [""9e206583-0f10-481c-adf6-4c40f1eb2973"", ""tn_tunis_ml_e4636f3382b1_88386e20eb""]]",human_review,3,3,,0.773,low_confidence,b6fdb411eacf2fec4a6e5af496d94784a116fe0683d05c946a937044655b38a3,8b97a136be9a643320d024f120184079d0d02b456c26920dabfd09f743f8cdb5,a62174e4b463a876fc427d21cce9fa605717695fa402f35529f6a1d634934671,7dc9a13e40ffdb0d9a73b5bf3167aeed85a648c012385d555ff44d9bc5f68c17,b669c1d9df62cfe6adfcc2690cd8e2e302a0309ba3b2508e4c2d4a13f61003fa,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,a97a90080eb647b718f075846f6690520112a959e678860f84f1f0002e96c486
tn_tunis_ml_roads_bulk_v7_20260718,1fdc1675,unanimous,A,"[[""0259cd53-fd28-458a-9958-871040fa6cfb"", ""tn_tunis_ml_a7ac09af9d91_88386e0643""], [""5634e2b9-621a-4adc-88d9-6e26f14d5207"", ""tn_tunis_ml_a7ac09af9d91_88386e0643""], [""aca9ab67-b721-4999-9ae5-c2c34dde19cc"", ""tn_tunis_ml_a7ac09af9d91_88386e0643""]]",auto_accept,3,3,,0.99,unanimous,299fb851bb4ea27c455227e0b78fc686d1f11fc7dd736f6b8e9d361102d91d1e,c589f5f94bbcf0b8733a30c76627273ea3080fc55d5e7adcfda479450329ec2b,8271508f947f11b6df0c3a703ec96187f0a4902a007d8eaf1a9d093ff5da02fd,d36540703a7e04837cc3b23ce799be9edd93dfe3d15ba0216799756dfbce677e,8271508f947f11b6df0c3a703ec96187f0a4902a007d8eaf1a9d093ff5da02fd,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,a97a90080eb647b718f075846f6690520112a959e678860f84f1f0002e96c486
tn_tunis_ml_roads_bulk_v7_20260718,248fe606,unanimous,A,"[[""3ceec434-ad8a-43ba-8491-5ca9e69006cd"", ""tn_tunis_ml_5e748afd9ca5_88386e2a49""], [""f64a6a43-ce37-4299-bee8-ee5e2e31c00c"", ""tn_tunis_ml_5e748afd9ca5_88386e2a49""]]",auto_accept,3,3,,0.986,unanimous,b5f1b332034ca00320437985de184f1597892dada8fcc96298de731d92653030,758fae80a2ca704879446419c71efdac5e1b8edee98d4a63a12c393ea7bdfa91,70630d0945484e63aec7119d7f8d284c108d702d2868048eca1dbae36ebd290f,422981c0d388353a2661a63c9d9a6505178e5d7cd9192e78208d3a58f570d3a0,70630d0945484e63aec7119d7f8d284c108d702d2868048eca1dbae36ebd290f,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,a97a90080eb647b718f075846f6690520112a959e678860f84f1f0002e96c486
tn_tunis_ml_roads_bulk_v7_20260718,29bd2ef5,majority,A,"[[""3eccb0cc-2e8d-40bd-ada7-1b44c358f755"", ""tn_tunis_ml_15cce28aa4e7_88386e2195""], [""3eccb0cc-2e8d-40bd-ada7-1b44c358f755"", ""tn_tunis_ml_47a481dd7b4b_88386e2195""]]",human_review,3,3,claude=B,0.785,dissent:claude=B,78a1ce75ebeb0421aaff4cf60f46bac7f8f1fac169c7b9df38b875dbf812f023,56e88a667ceb7fe7f7abf9d9d0ad0de120509669cc1e1018d22772913dcd5967,932f7140006ec47d96f6e86dbaec90607a65395a9c4a1491bf8434761f12cd5a,431ea326326279cb68cabe9746819cc2113dbf741b58aca2523c49a223e4c6c7,932f7140006ec47d96f6e86dbaec90607a65395a9c4a1491bf8434761f12cd5a,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,a97a90080eb647b718f075846f6690520112a959e678860f84f1f0002e96c486
tn_tunis_ml_roads_bulk_v7_20260718,41466606,majority,NONE,[],human_review,3,3,codex=A,0.635,dissent:codex=A,92eb3b07cda50ced8ecca1bab0c58f4ef49e18bdfea49c292d86b1312ee154a8,170eb47f52cee087c7f847c259aa7ac291b8e60bdb349b71ee5a84ad0ca683c1,0ffd3d323ee388ce602dd492be03dc8d85ef3f51dbf008d2269331501b259048,fd1fdb3bb576e38dc764196cde484cbf5e9176e4eae5822b244e155a34a4f82c,NONE,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,a97a90080eb647b718f075846f6690520112a959e678860f84f1f0002e96c486
tn_tunis_ml_roads_bulk_v7_20260718,608b72bd,majority,A,"[[""1c798e5b-e83a-4072-93a6-9b3930f18e12"", ""tn_tunis_ml_0e753851750d_88386e2ac7""], [""1c798e5b-e83a-4072-93a6-9b3930f18e12"", ""tn_tunis_ml_c383b345d27a_88386e2ac7""]]",human_review,3,3,claude=B,0.92,dissent:claude=B,3d73cd80bf51bc4b9710aea5296af1492594818c8a92c01f6375c176024336da,6bc2548f3eaa351220f0e6d8fd48bb5bd5efabfa4220f9aa114dbcc4e1c97a62,801fa8b5a2c5b4279d41c32ee749e77aa46a4401607eaaaf2319a285d9960057,90e44e4fe2d5bd9422e0dea3769e403476e6ef87a84395c0708ad977d2d8a793,801fa8b5a2c5b4279d41c32ee749e77aa46a4401607eaaaf2319a285d9960057,198a055236ae10b885465e07ab75ab4c6f3924745d3a398809325e9eb359ac1c,a97a90080eb647b718f075846f6690520112a959e678860f84f1f0002e96c486
