gers_id,target_id,label,confidence,reasoning,labeler,dataset,agent_id,labeled_at
48922723-a8da-4f35-af92-7b7f2e4658e2,bog_road_195300,no_match,0.95,Segments are nearly perpendicular with ~72 degree heading difference - red runs NE-SW while blue runs nearly horizontal E-W,claude_opus_geometry_only,co_bogota_roads,,
4bb8d5ac-a562-4699-af6d-11a3eca846b7,bog_road_179759,match,0.85,Blue and red segments follow the same diagonal path with slight offset; red is shorter subsegment of same road feature; heading delta of 16 degrees consistent with same road,claude_opus_geometry_only,co_bogota_roads,,
4d29131c-57b7-4940-b4ef-1ee3cdf6269b,bog_road_154243,match,0.9,Blue and red segments follow the same diagonal path with near-complete overlap indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,,
52aae003-ee1e-4233-a6e9-e95f707372c5,bog_road_143892,match,0.9,Blue segment is a short subsegment that lies directly on top of the longer red segment following the same diagonal path,claude_opus_geometry_only,co_bogota_roads,,
52ed838f-a6db-48c9-9f74-300aa2c13ef7,bog_road_192566,no_match,0.95,Segments are perpendicular - red runs northwest-southeast while blue runs roughly north-south - they do not follow the same path,claude_opus_geometry_only,co_bogota_roads,,
5360422d-c74c-4960-be14-0bd7f440db20,bog_road_143612,match,0.9,Blue and red segments follow the same diagonal path with minimal offset indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,,
54b4e23d-5df4-4bca-ae18-5f76ea9677c8,bog_road_255821,match,0.9,Blue and red segments follow identical diagonal path with near-perfect overlap and similar lengths,claude_opus_geometry_only,co_bogota_roads,,
54efbc8d-aedf-4e87-9fd6-7b1f13fdc9c8,bog_road_270477,no_match,0.85,Parallel segments with consistent offset - blue line extends much longer while red is short parallel segment indicating separate adjacent features not the same physical path,claude_opus_geometry_only,co_bogota_roads,,
5ae0b867-d979-45fc-a49c-bdadbe87acbe,bog_road_264809,match,0.9,Blue and red segments follow the same linear path with red extending further northeast as a continuation - same physical road feature with different digitized lengths,claude_opus_geometry_only,co_bogota_roads,,
5bf800ff-6cc9-46db-a83b-8821d995467f,bog_road_235997,match,0.9,Blue and red segments follow the same diagonal path with good overlap - red extends further but both trace the same physical road centerline,claude_opus_geometry_only,co_bogota_roads,,
5d128481-b17e-43a1-a170-d911f8e9fffb,bog_road_148054,match,0.95,Blue segment is short subsegment at end of red line - both follow same diagonal path with minimal offset indicating same road feature,claude_opus_geometry_only,co_bogota_roads,,
5e5a3a37-380d-4a42-a6e5-22e21ef2f00d,bog_road_234886,no_match,0.85,Parallel segments with consistent lateral offset - likely separate carriageways or road vs adjacent feature not the same physical centerline,claude_opus_geometry_only,co_bogota_roads,,
6111de47-ad0f-4075-97a7-ac16f9981cd6,bog_road_200956,match,0.95,Blue and red segments follow the same diagonal path with near-complete overlap and only minor offset consistent with digitization error,claude_opus_geometry_only,co_bogota_roads,,
65ea0d16-00cd-4dd4-8f22-821fe4d40862,bog_road_217725,match,0.9,Blue and red segments follow the same diagonal path with near-complete overlap indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,,
668b6b9f-b3ef-48a2-870a-22c02eaab17a,bog_road_217125,match,0.95,Blue and red segments follow the same linear path with near-complete overlap and only minor offset from digitization error,claude_opus_geometry_only,co_bogota_roads,,
690e7033-c52a-4e89-8653-bf8feea9ac2b,bog_road_165789,match,0.85,Blue segment overlaps northeastern portion of longer red segment following same diagonal path with minimal offset,claude_opus_geometry_only,co_bogota_roads,,
69f33b42-ac7c-4c1e-81d1-03026ac9893b,bog_road_184153,no_match,0.85,Reference is footway and target is tertiary road - different feature types despite overlapping geometry,claude_opus_geometry_only,co_bogota_roads,,
6ac1a6b9-8a25-4ef8-a3b6-028ae63a0210,bog_road_152257,match,0.85,Red segment overlaps blue along same path with small offset - subsegment of longer blue line following identical corridor,claude_opus_geometry_only,co_bogota_roads,,
7076f47d-5187-44b6-9955-c1ba8948c99a,bog_road_162558,no_match,0.95,Parallel segments with significant lateral offset - red and blue lines run in same direction but are clearly separate features not overlapping,claude_opus_geometry_only,co_bogota_roads,,
765fd683-2ef8-470e-b91d-f901f30dc75b,bog_road_183277,match,0.85,Red segment overlaps and follows the same path as a portion of the longer blue segment with minimal offset,claude_opus_geometry_only,co_bogota_roads,,
76886325-cfab-452d-a7e8-da672db5ed16,bog_road_271474,no_match,0.85,Parallel but clearly separate paths with consistent lateral offset - blue (footway) and red (pedestrian) run alongside each other rather than overlapping on same physical feature,claude_opus_geometry_only,co_bogota_roads,,
76ce587a-fb0e-4ef6-bda8-2b365e31055e,bog_road_163296,no_match,0.85,Blue segment is very short (6.5m) and meets red segment at an angle (~58 degrees heading delta) rather than following the same path - appears to be perpendicular/intersecting streets,claude_opus_geometry_only,co_bogota_roads,,
799ba6ce-98c7-4d12-8906-272455cc8858,bog_road_167336,no_match,0.85,Blue and red segments are parallel but clearly offset - appear to be adjacent roads or opposite carriageways rather than the same physical feature,claude_opus_geometry_only,co_bogota_roads,,
7a50c346-51e1-40aa-9e3f-bdd7eefc745e,bog_road_194351,no_match,0.9,Blue (cycleway) and red (primary road) are parallel but separate features running alongside each other - different feature types and offset indicates separate infrastructure,claude_opus_geometry_only,co_bogota_roads,,
7c144478-3966-4c87-9b7d-31095d73ba16,bog_road_217812,no_match,0.85,Different feature types: reference is footway and target is residential road - cannot match footway to road even though geometries overlap,claude_opus_geometry_only,co_bogota_roads,,
7d432a4c-cce5-4d2c-be05-5395acac8f03,bog_road_145342,no_match,0.95,Reference is footway and target is tertiary road - different feature types cannot match even though geometries overlap,claude_opus_geometry_only,co_bogota_roads,,
8121eb04-d553-4731-aaa6-7d0dd5315834,bog_road_238784,no_match,0.85,Footway vs tertiary road are different feature types - blue (footway) runs parallel but offset from red (tertiary road),claude_opus_geometry_only,co_bogota_roads,,
81c0050c-421d-451c-bbbf-c3ea49e48f6f,bog_road_150212,match,0.95,Blue and red segments follow the same diagonal path with near-perfect overlap and similar lengths (32.6m vs 31.7m) indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,,
82cbd1aa-e82a-4d24-a76b-65b0841d64d5,bog_road_159951,match,0.85,Blue and red segments follow the same diagonal path with red being a short subsegment overlapping the longer blue line,claude_opus_geometry_only,co_bogota_roads,,
84c04376-e293-490e-a8e3-7f229c42f7c2,bog_road_265115,no_match,0.95,Parallel segments with significant lateral offset - two separate roadways running side by side not the same physical feature,claude_opus_geometry_only,co_bogota_roads,,
877759c5-1d8a-49ba-afd8-bf91f86e6e7e,bog_road_182142,no_match,0.95,Segments are nearly perpendicular (heading delta 88°) with blue running roughly east-west and red running north-south; different feature classes (residential vs pedestrian),claude_opus_geometry_only,co_bogota_roads,,
883a45e0-94a9-4384-96dc-fa239e116de0,bog_road_145371,no_match,0.85,Parallel segments with consistent offset - blue and red lines run roughly parallel but are clearly separated laterally suggesting different carriageways or road vs adjacent feature,claude_opus_geometry_only,co_bogota_roads,,
894aa748-3f3b-4524-a5ba-51b8550168e1,bog_road_271525,no_match,0.85,Footway vs tertiary road are different feature types despite geometric overlap,claude_opus_geometry_only,co_bogota_roads,,
8b99acdd-8d1f-4ecc-852d-c9bce7cc5cde,bog_road_213075,no_match,0.85,Different feature types - reference is service road (TransMilenio) and target is pedestrian way; also extreme length difference (16m vs 435m) with blue segment being tiny portion at bottom left,claude_opus_geometry_only,co_bogota_roads,,
8d270c3f-133a-451d-a25e-ea35e40bad5c,bog_road_189393,no_match,0.85,Different feature types (footway vs tertiary road) and parallel offset geometry - blue runs diagonally while red runs nearly vertical,claude_opus_geometry_only,co_bogota_roads,,
9425827f-7dba-4e8b-9529-2e685455dc56,bog_road_191524,no_match,0.95,Red and blue segments are clearly separated with different orientations - red runs northeast at steep angle while blue runs more east-west; they do not overlap or follow the same path,claude_opus_geometry_only,co_bogota_roads,,
95c2482a-b4b1-4205-8c10-0970b8c451ba,bog_road_201048,no_match,0.9,Blue and red segments are clearly parallel but offset - they follow adjacent paths not the same physical road centerline,claude_opus_geometry_only,co_bogota_roads,,
96d9c90b-e297-4d92-91c0-de815b78bd39,bog_road_195092,no_match,0.85,Different feature types - reference is footway while target is tertiary road; segments follow similar path but represent distinct infrastructure,claude_opus_geometry_only,co_bogota_roads,,
979b382a-691e-4e44-ae9e-8cd19b5a9c2c,bog_road_239607,match,0.85,Short red segment lies directly on the longer blue line path with minimal offset indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,,
984535f0-18ca-4a6d-a180-07c035a09a1c,bog_road_231051,match,0.85,Blue segment overlaps and continues along same path as red segment with minor offset consistent with digitization difference,claude_opus_geometry_only,co_bogota_roads,,
98ecb9dd-ecfe-4720-8352-392117640037,bog_road_215763,match,0.85,Blue and red segments follow the same diagonal path with red being a short subsegment overlapping part of the longer blue line,claude_opus_geometry_only,co_bogota_roads,,
9b5f26fd-88e6-41d7-9a32-729f8708c443,bog_road_253847,match,0.9,Blue and red segments follow the same diagonal path with near-complete overlap indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,,
9bbb9fb3-6325-449c-b663-e9bc76735dbd,bog_road_183318,no_match,0.85,Reference is steps class while target is residential road - different feature types despite similar geometry alignment,claude_opus_geometry_only,co_bogota_roads,,
9cb24a6e-a6ab-4cb8-8dd3-b22da3a52e90,bog_road_208832,no_match,0.85,Blue and red segments run parallel but offset - appear to be adjacent/parallel features rather than same road centerline,claude_opus_geometry_only,co_bogota_roads,,
9d636906-5ba2-4779-b5e0-550b6e7aacc7,bog_road_141323,no_match,0.85,Reference is footway and target is tertiary road - different feature types despite geometric overlap,claude_opus_geometry_only,co_bogota_roads,,
9f7f1737-721d-4fff-92d4-4938d43b95f6,bog_road_165634,match,0.85,Blue and red segments follow same diagonal path with small lateral offset consistent with digitization error or GPS offset,claude_opus_geometry_only,co_bogota_roads,,
a4ec0f1d-b1ee-4a74-befd-23b8a4b79ed1,bog_road_148505,match,0.95,Blue and red segments follow the same diagonal path with near-identical lengths and only minor offset consistent with digitization error,claude_opus_geometry_only,co_bogota_roads,,
a95e8dd2-fd43-496f-83fc-cbf74a99951f,bog_road_226783,no_match,0.85,Reference is footway and target is residential road - different feature types despite overlapping geometry,claude_opus_geometry_only,co_bogota_roads,,
a9d25a7a-a72f-4ec9-9ecf-4c225b7c604b,bog_road_207678,no_match,0.85,Reference is footway and target is tertiary road - different feature types even though geometries overlap,claude_opus_geometry_only,co_bogota_roads,,
aab79b37-2413-4769-ac09-137f4b3b762e,bog_road_250199,match,0.95,Blue and red segments follow the same diagonal path with near-complete overlap and very similar lengths (31.7m vs 29.7m) indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,,
ad415d7d-ef87-4de2-9a29-e01d3727d553,bog_road_165093,match,0.85,Blue and red segments follow same curved path with red being shorter subsegment of longer blue line - same physical road feature with acceptable digitization offset,claude_opus_geometry_only,co_bogota_roads,,
af90add4-f502-4b4b-8693-66e5e028d4a7,bog_road_147531,match,0.95,Blue and red lines follow same diagonal path with near-complete overlap and minimal offset indicating same road segment,claude_opus_geometry_only,co_bogota_roads,,
b377e6aa-2269-4582-9764-a09da200cf4f,bog_road_213606,match,0.9,Red segment overlaps and follows same path as portion of blue segment with minor offset typical of digitization error,claude_opus_geometry_only,co_bogota_roads,,
b70a3392-f822-44d0-ad63-c08d909f1de8,bog_road_149592,no_match,0.85,Different feature types (residential road vs pedestrian) and blue segment diverges at angle from red segment rather than overlapping same path,claude_opus_geometry_only,co_bogota_roads,,
b7eb7351-72de-4d01-a92c-01b6a837ba98,bog_road_185322,no_match,0.85,Different feature types - reference is steps (5.8m) while target is residential road (94.6m); blue segment visible at right end shows very short steps feature vs long red road segment,claude_opus_geometry_only,co_bogota_roads,,
c18abd34-7a15-4849-bad7-cd5a29558031,bog_road_270080,no_match,0.85,Different feature types - residential road vs pedestrian class despite overlapping geometry,claude_opus_geometry_only,co_bogota_roads,,
c4b21f26-0396-4520-a3f6-b9707d711723,bog_road_139606,no_match,0.95,Blue and red segments meet at a point but extend in clearly different directions - heading delta of 62 degrees confirms these are two different roads intersecting at a junction not the same physical feature,claude_opus_geometry_only,co_bogota_roads,,
c5ac5311-db81-4bbc-896d-ff6d528dd558,bog_road_250104,no_match,0.95,Segments are completely separate with no overlap - red segment in upper left and blue segment in lower right running roughly parallel but offset by significant distance,claude_opus_geometry_only,co_bogota_roads,,
c5d98e1f-ee72-4f90-af19-6b4060dde854,bog_road_203388,no_match,0.9,Footway vs tertiary road are different feature types - reference is footway and target is tertiary road class,claude_opus_geometry_only,co_bogota_roads,,
cb1c1689-f3af-4f4a-bc5a-b1598a0281c4,bog_road_142126,match,0.85,Red segment overlaps a portion of the much longer blue segment along the same path with minimal offset - subsegment match despite extreme length difference (5894m vs 93m),claude_opus_geometry_only,co_bogota_roads,,
cf5c410c-7d73-4b51-bdde-16be199d055d,bog_road_223717,no_match,0.85,Blue and red segments are parallel but offset - they do not overlap on the same path and appear to be separate adjacent features,claude_opus_geometry_only,co_bogota_roads,,
d105035c-b268-4396-a994-df5583b3226e,bog_road_216543,no_match,0.85,Parallel segments with consistent offset - blue (cycleway) runs parallel to red (primary road) as separate infrastructure not the same physical feature,claude_opus_geometry_only,co_bogota_roads,,
d707c671-cebf-4a7d-8a7f-0c564bb8506b,bog_road_145454,no_match,0.85,Parallel but clearly separate lines with consistent lateral offset - likely opposite carriageways or road vs adjacent feature,claude_opus_geometry_only,co_bogota_roads,,
de07b0ef-ccde-4ffe-ae2e-58ad0653c85a,bog_road_229904,no_match,0.85,Reference is steps (stairs) while target is tertiary road - different feature types cannot match even though geometry overlaps,claude_opus_geometry_only,co_bogota_roads,,
e31233b6-c1b3-4974-95bb-f248e4b0fd0a,bog_road_236591,no_match,0.85,Blue and red segments are parallel but offset - appear to be adjacent features not the same road centerline,claude_opus_geometry_only,co_bogota_roads,,
e427c3bf-9fa2-454b-925b-f02b3908f13d,bog_road_152386,no_match,0.85,Reference is footway and target is tertiary road - different feature types even though geometry overlaps well,claude_opus_geometry_only,co_bogota_roads,,
e48f4d4c-6871-417e-9418-283923b1596c,bog_road_197051,no_match,0.85,Footway vs tertiary road - different feature types despite overlapping geometry,claude_opus_geometry_only,co_bogota_roads,,
e5973fa5-4e0a-43a0-a250-41ec77fffb09,bog_road_236374,match,0.85,Blue segment is a short subsegment that lies directly on the red line with minimal offset - same physical road feature,claude_opus_geometry_only,co_bogota_roads,,
f2125d0f-1dda-41f6-a1ff-e45e5fe368a4,bog_road_247293,match,0.95,Blue and red segments follow the same diagonal path with near-complete overlap and only minor digitization offset,claude_opus_geometry_only,co_bogota_roads,,
f3c82ffc-cc5c-45b3-becf-a52897a3946c,bog_road_253243,match,0.95,Blue and red segments follow the same diagonal path with near-perfect alignment and similar lengths indicating same road feature,claude_opus_geometry_only,co_bogota_roads,,
f492e959-8c0f-4b69-8557-eb237cb58f29,bog_road_226464,match,0.85,Blue and red segments follow the same diagonal path with slight offset typical of digitization error and one segment extends slightly beyond the other,claude_opus_geometry_only,co_bogota_roads,,
f5bfc153-3e86-4bd3-8b54-7d03c491d01f,bog_road_153229,no_match,0.85,Blue and red segments run parallel but are clearly offset - appear to be adjacent features not the same road,claude_opus_geometry_only,co_bogota_roads,,
f789b43e-0817-4225-ae93-d95ee62c4803,bog_road_149428,no_match,0.95,Blue and red segments are clearly separate features - blue runs diagonally SW-to-NE while red is a shorter segment positioned to the SE running at a different angle with no overlap or shared path,claude_opus_geometry_only,co_bogota_roads,,
feb0db9e-9549-4bf2-b79b-b47b76232523,bog_road_162893,no_match,0.95,Segments are clearly separate - blue and red lines are perpendicular with ~81 degree heading difference and do not follow the same path,claude_opus_geometry_only,co_bogota_roads,,
007f1553-028d-40f3-93c7-ab6b645578d8,bog_road_253257,match,0.85,Red segment overlaps along the blue line's path as a short subsegment - same physical road with different dataset lengths,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.263902+00:00
030c3bfa-70b6-495f-b948-7f7287dd2d72,bog_road_232258,match,0.85,Blue and red segments follow the same diagonal path with slight overlap at transition point - same physical road feature (Diagonal 73B Sur) despite different class labels,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.265913+00:00
03a09dd2-cfe6-4925-b128-ae9f303f8da1,bog_road_152845,no_match,0.85,Blue and red segments are parallel but visually offset - they run side by side rather than overlapping on the same path indicating separate infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.266297+00:00
094c8750-eb4c-48bc-9e97-a3f29242f6da,bog_road_237366,no_match,0.95,Red and blue segments are spatially separated - not overlapping or following the same path - they appear to be different road segments in different locations,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.266648+00:00
096a33e2-ecd1-4364-9f5b-f473b9ad8bba,bog_road_244422,match,0.85,Blue and red segments follow the same diagonal path with slight offset - red extends further northeast but overlaps substantially with blue segment along shared portion,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.266998+00:00
0b59d466-f85e-4b8d-a83f-ec21c4e9d803,bog_road_200063,match,0.95,Blue and red segments follow the same vertical path with direct overlap - red is a subsegment of the longer blue segment representing the same road (Carrera 74F),claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.267339+00:00
0bc71e41-800b-4ad6-b9d1-9838e4fae657,bog_road_267306,no_match,0.85,Segments are sequential/adjacent not overlapping - red ends where blue begins with no shared path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.267677+00:00
0c4aba92-9848-4f65-913d-cef594e6fdab,bog_road_172555,no_match,0.95,Red and blue segments are clearly parallel but offset - they run side by side with visible separation rather than overlapping on the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.267995+00:00
0d3e99fa-3339-4adb-97a4-69e9d587343e,bog_road_228045,match,0.85,Blue segment overlaps end of red segment on same path - subsegment match with different dataset classification,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.268313+00:00
0dac2efd-dd79-40b5-a15c-c1aac116aaa4,bog_road_240421,no_match,0.95,Blue and red segments run parallel but are clearly offset from each other - they do not overlap on the same path but are separate parallel features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.268627+00:00
0e349ceb-dc26-4cb2-ac78-121adbac8b1d,bog_road_246382,match,0.75,Blue segment is collinear with and appears to be a subsegment of the red segment - same road alignment with length difference,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.268934+00:00
0ea25115-55f7-4c4f-879c-bfad174bf54a,bog_road_256640,no_match,0.95,Red and blue segments are clearly separate parallel lines with significant vertical offset - not the same physical feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.269241+00:00
0ee9c51d-7f76-4866-92fd-f69fbcfa2121,bog_road_215167,no_match,0.95,Parallel lines running side by side with clear vertical offset - these are two separate parallel road features not the same physical road,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.269596+00:00
0f7de696-4050-4f68-93cb-2b352c1265e2,bog_road_182185,no_match,0.85,Blue and red segments are clearly separate lines running at different angles with visible gap between them - not overlapping paths but distinct parallel/offset features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.269945+00:00
12d06a2d-2df5-46ca-8a21-ee3ac27dc175,bog_road_213686,match,0.9,Blue and red segments follow the same diagonal path with red extending further northwest; lines overlap along shared portion with minimal offset indicating same physical road feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.270245+00:00
136a4148-9297-4d44-a40f-4484b042554a,bog_road_173251,match,0.9,Blue and red segments follow the same diagonal path with the red segment being longer - they overlap and represent the same physical road feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.270550+00:00
13a42f18-ff97-419b-9bdc-caa18a3d7a3a,bog_road_192356,match,0.9,Blue and red segments follow the same vertical path with near-perfect overlap - red segment is a subsegment of the longer blue line with minimal offset,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.270856+00:00
1512888b-25a2-43c1-b472-9ff1dd211489,bog_road_262881,no_match,0.85,Blue and red segments are collinear but do not overlap - blue segment ends where red segment begins forming consecutive non-overlapping portions of the same road corridor,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.271155+00:00
166f4fb6-6170-423c-9f8b-ba9c9a1f887f,bog_road_196647,no_match,0.9,Red and blue segments do not overlap - they are collinear but spatially separated with a clear gap between them rather than following the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.271460+00:00
1a65d10f-5119-4e1f-8307-bc31b4378b7b,bog_road_143623,no_match,0.85,Blue and red lines run parallel but are visually offset - separate lanes or parallel roads not the same physical feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.271765+00:00
1b9b2a1f-8ca1-4371-97d9-7a4d4baac294,bog_road_148230,no_match,0.95,Red and blue segments are spatially separated - red runs diagonally in upper-left while blue runs in lower-right with significant gap between them; these are clearly different road features not overlapping,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.272079+00:00
1e427512-cad3-47af-a5a8-fd934d144f02,bog_road_154466,no_match,0.85,Red and blue lines run parallel but are visually offset from each other - they do not overlap on the same path but appear to be separate parallel infrastructure,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.272404+00:00
1e73a1a5-62da-46e7-b789-de8f5faadf4f,bog_road_225651,no_match,0.9,Parallel lines running side by side with clear visual offset - separate infrastructure not the same physical feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.272711+00:00
1f6b6f8c-3bd7-42e6-abde-6b16367f37d9,bog_road_270904,match,0.95,Blue and red lines follow the same path with near-perfect overlap; red segment is shorter subsection of longer blue segment running along same linear feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.273012+00:00
1fe0af84-82a0-4db2-bed4-cca02b665e2f,bog_road_213905,no_match,0.85,Blue and red lines run parallel but are clearly offset from each other - these appear to be separate parallel road segments not the same physical feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.273311+00:00
212d7a2d-c9e1-4c2e-bb11-f8f937ed5981,bog_road_176429,no_match,0.85,Parallel segments with clear lateral offset - separate lanes or infrastructure not overlapping,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.273623+00:00
21dd5161-7cc8-4bff-8a9b-1e30cdc3f39b,bog_road_153283,no_match,0.9,Blue and red lines run parallel but visibly offset from each other - they are separate adjacent infrastructure not the same physical feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.273955+00:00
21dd5161-7cc8-4bff-8a9b-1e30cdc3f39b,bog_road_167072,no_match,0.95,Reference is 8km cycleway while target is only 22m primary road - extreme length mismatch with reference 370x longer and the tiny red segment barely visible at bottom of long blue line indicates minimal spatial relationship,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.274253+00:00
230ec98f-968c-413b-aca8-598ddb5ac3d8,bog_road_158426,no_match,0.95,Segments are perpendicular - red runs east-west while blue runs north-south - clearly different physical features intersecting at corner,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.274560+00:00
23dd4bbc-26c6-4188-b063-51d400e512df,bog_road_151814,no_match,0.85,Blue and red segments are parallel but clearly offset from each other - they run side by side rather than overlapping on the same path indicating separate physical features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.274890+00:00
24a34bdb-53d4-422f-8481-ce0b76996c90,bog_road_192253,no_match,0.85,Blue segment is short and angled differently (~53° heading delta) from the longer red segment; they meet at a point but do not overlap along the same path,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.275188+00:00
263bc737-1364-4a12-84f2-bfeddb5fcf94,bog_road_256663,no_match,0.95,Red and blue segments are clearly separated - red runs diagonally from upper-left to center while blue is a short vertical segment on the right side; these are parallel/adjacent roads not the same feature,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.275494+00:00
27296b26-a1f2-4728-9156-dde86d9c5820,bog_road_228028,no_match,0.9,Blue and red segments are clearly parallel but visually offset - running side by side rather than overlapping on the same path - indicating separate infrastructure features,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.275794+00:00
279f2db2-ca22-485a-a0bf-41a26e1af1cb,bog_road_198235,no_match,0.95,Blue and red segments are clearly separated with no overlap - red segment in upper left and blue segment in lower right are distinct parallel features not the same road,claude_opus_geometry_only,co_bogota_roads,claude_opus_geometry_only,2026-02-01T12:59:02.276092+00:00
