ref_id,target_id,label,confidence,reasoning
25ecea84-1207-4ec2-bd53-d1228b719c8b,fc_sidewalk_17670,no_match,0.95,Segments are parallel with a consistent offset indicating they represent a road and an adjacent sidewalk rather than the same physical segment.
270270e8-5920-4c5a-b929-1e837f215ad1,fc_sidewalk_26795,no_match,0.9,Parallel segments representing a road and its adjacent sidewalk are distinct physical features.
2a5cd133-844a-4622-b218-95c635e31baf,fc_sidewalk_2908,no_match,1.0,Segments are spatially disjoint with significant distance and heading difference
2bfcdf9d-5b88-4497-ace7-dd3fb1a50be9,fc_sidewalk_7052,no_match,0.95,Parallel segments representing a road and its adjacent sidewalk which are distinct physical features.
2cb3e515-f2f9-4869-80a8-f393174360a2,fc_sidewalk_30181,no_match,0.9,Parallel segments representing different physical features (residential road vs sidewalk)
2d8af45a-57e0-42b1-bc58-d3eb39d3556f,fc_sidewalk_5116,no_match,0.9,Segments are parallel but represent different physical entities (road vs sidewalk)
2d95da84-391f-450e-96ec-8413ef1ef837,fc_sidewalk_30861,no_match,0.9,Parallel segments with significant offset representing a residential road and an adjacent sidewalk.
2daae840-92d4-4415-ae95-3a5d9aa4be84,fc_sidewalk_30750,no_match,0.9,Segments are spatially separated with different orientations and no overlap.
2e401063-8255-483b-801c-9f83dc7b193e,fc_sidewalk_16377,no_match,1.0,Segments are in different locations and have different orientations with no overlap.
34431220-75fe-4b18-aee7-bc7b542df2e1,fc_sidewalk_29600,no_match,1.0,Segments have nearly perpendicular orientations and represent different road network features.
34d07dc5-132f-4adb-88d0-4a2b81f81c56,fc_sidewalk_9796,no_match,0.9,Parallel segments with significant offset and different functional classes (service vs footway)
34eebc0a-cf2b-49e3-bf2c-b4b56f860bf4,fc_sidewalk_37108,no_match,0.95,Parallel segments representing a road and its adjacent sidewalk
3a2b7938-6c9a-4b64-a900-1369287cfc44,fc_sidewalk_30082,no_match,1.0,Segments are spatially separated with no overlap and different orientations.
3aaff4ef-4022-4f6f-9a6d-7a6a2bb641d3,fc_sidewalk_10049,no_match,1.0,Parallel segments representing a road and its adjacent sidewalk.
3bfb6761-7e5b-4451-9eff-2330d999cdbf,fc_sidewalk_32051,no_match,0.8,Segments are disjoint and represent adjacent parts of the same footway with a gap between them rather than an overlap or subsegment match.
3e36da09-7426-4ca0-a5ea-f1aa1ff131f4,fc_sidewalk_14989,no_match,0.95,Parallel segments representing distinct physical features (road and separate sidewalk)
4091729a-aeb7-4c6b-9263-09604a5a017b,fc_sidewalk_16851,no_match,1.0,Segments are spatially distant and have no overlap.
46fba30a-4258-45af-8e3e-3358c5d63a86,fc_sidewalk_24170,no_match,0.95,Segments are parallel with a significant lateral offset indicating the target is a sidewalk adjacent to the reference road.
48655adb-eb15-45d0-9b6a-2632a93b203c,fc_sidewalk_22962,no_match,1.0,The segments are perpendicular and do not overlap.
48e5550a-39ce-44b1-9317-e5612c95a396,fc_sidewalk_31109,no_match,1.0,Segments are nearly perpendicular and do not overlap.
4c2a8547-1a03-4d1e-a69a-eb7c8d635395,fc_sidewalk_15009,no_match,0.95,Parallel segments with ~5m lateral offset representing distinct physical features (road vs adjacent sidewalk)
4caf4f1a-15fe-4404-a06f-e4ff5b833e10,fc_sidewalk_20748,no_match,1.0,Segments are in different locations with no overlap and large distance between them.
51dacb22-701d-4555-b2a9-a1de2e6b7b49,fc_sidewalk_6418,match,0.9,The red segment is a subsegment of the blue segment path
56764648-8722-435a-9dbd-ef606fb1a2e1,fc_sidewalk_30809,no_match,0.95,Parallel segments representing a residential road and a separate sidewalk.
57a665da-061d-4a40-9ae4-042dee453501,fc_sidewalk_32056,no_match,0.95,Segments are spatially separate with no overlap and significant centroid distance.
5b6cb62a-e018-4d12-b07c-d140cb80846f,fc_sidewalk_5526,no_match,0.9,Parallel segments with significant offset representing a road and its adjacent sidewalk.
661c0240-19a7-4c16-b4d9-3da521c2342c,fc_sidewalk_4150,no_match,1.0,Segments are perpendicular and significantly separated.
678193b0-5d68-4b5c-ad9f-d5207384c035,fc_sidewalk_37225,no_match,0.95,parallel segments representing a residential road and an adjacent sidewalk
6b082656-0147-4697-b5a1-4ad548d0dedb,fc_sidewalk_30393,no_match,0.8,Segments are parallel and side-by-side indicating they are different physical features.
6bdf316d-87bb-4a1d-9f5f-b434fdb54c4b,fc_sidewalk_27469,no_match,0.95,Parallel segments representing a road and its adjacent sidewalk.
6bdf9a33-281c-451c-a5c3-a71a1b26f208,fc_sidewalk_19719,no_match,1.0,Segments are geographically disjoint with no overlap and different orientations.
741ef739-5352-4bb7-9dba-122c11ab549b,fc_sidewalk_11352,no_match,0.9,Segments are collinear but disjoint with a clear gap and no spatial overlap.
76b44623-c093-4c5e-9c37-45078ff0f76a,fc_sidewalk_35649,no_match,0.9,Segments are adjacent and end-to-end with no overlap as shown by the centroid and Hausdorff distances.
792353ae-6199-4974-bd06-eb43c73885fe,fc_sidewalk_8135,match,0.9,Target is a subsegment of the reference segment sharing the same path
79e39155-8cad-403c-ad51-a662cc2151c1,fc_sidewalk_9278,no_match,0.95,Segments are parallel representing a separate road and sidewalk with a 6.7m offset
7a8b5244-8c31-4cee-92a3-9bac0d9f7fa4,fc_sidewalk_14117,no_match,0.9,Segments are parallel and represent different physical features (road vs sidewalk).
7b0d86f0-0380-45cc-965d-4cde8252b980,fc_sidewalk_27949,no_match,0.95,Segments represent distinct parallel features (road vs adjacent sidewalk) and are not the same physical segment.
7d6f8285-6024-4169-ba18-187d7e99f489,fc_sidewalk_13039,no_match,0.9,Parallel segments representing a road and its adjacent sidewalk
8231f9a6-a277-4c97-b3e4-4a1485544aaf,fc_sidewalk_14662,match,1.0,High geometric overlap and nearly identical length and shape.
84726292-63b1-4320-86f6-486aec1d8bfe,fc_sidewalk_10318,no_match,0.9,Parallel segments representing a road and its adjacent sidewalk are distinct features.
886653ea-20a0-49a5-ad59-05fe66aae812,fc_sidewalk_12780,no_match,1.0,The segments are in different locations with zero overlap and significant distance between them.
8b2198e7-9c21-40fc-902e-6e18bef09fc0,fc_sidewalk_6164,no_match,0.95,The segments are parallel and offset representing a distinct road and a separate sidewalk.
8cda0809-70a5-48f1-bd45-0124be57d885,fc_sidewalk_15215,no_match,0.9,Parallel segments representing different physical features (road vs sidewalk)
8d637d4f-3b64-4413-88f2-a1a45b17d7a5,fc_sidewalk_19605,match,0.95,Target is a subsegment of the reference segment with high geometric overlap
8dab90e2-c37d-4b71-99a7-2f904c4904be,fc_sidewalk_25785,no_match,1.0,Segments are spatially separated with no overlap and significant distance between them.
8e82cc9b-f81c-47f7-a571-2a926e802226,fc_sidewalk_26203,no_match,0.9,Parallel road and sidewalk are distinct physical features.
91063738-e443-4cb7-994e-e5b2a88c3f98,fc_sidewalk_32386,no_match,1.0,Segments are geographically separate with near-perpendicular headings and no overlap.
91430bc5-5abd-479c-bb07-23c90c4bb2b7,fc_sidewalk_37657,no_match,0.9,Parallel segments representing a residential road and its adjacent sidewalk which are distinct features.
92f6fceb-7304-4bcb-9328-9bb5fcb7656a,fc_sidewalk_3587,match,1.0,Segments are almost perfectly overlapping with very high buffer IOU and identical headings.
975ea594-7fe4-47fa-a533-fe14fbe178a1,fc_sidewalk_18173,no_match,0.95,Segments are disjoint with no overlap and a significant gap between them.
985d1630-975f-46c4-86cf-079ac11143db,fc_sidewalk_25276,no_match,0.8,Blue segment has a 60 degree heading delta and does not visually overlap the red segment.
9df8119b-bcb2-412a-b3c8-72039be2b396,fc_sidewalk_19602,no_match,1.0,Parallel segments representing a road and its distinct sidewalk are separate network features.
9e0e743f-cf0f-4b43-8b06-ed473a18f8b6,fc_sidewalk_28031,no_match,0.9,Segments have different headings and no significant spatial overlap.
9eed431f-3cf1-49e5-9401-b390951a88e4,fc_sidewalk_20888,no_match,1.0,The segments have different orientations and are spatially separated with zero overlap.
9faefb68-4f6b-44f0-ad10-14202a0211b2,fc_sidewalk_29871,no_match,1.0,Segments are perpendicular and have no overlap
a06c7683-9a13-4bdd-aee8-2dcd568fbc84,fc_sidewalk_22490,no_match,1.0,Segments are perpendicular and physically separated with zero overlap.
a458e253-b13c-457e-9d61-b5ce8c69f49c,fc_sidewalk_32066,no_match,0.95,Parallel segments with significant offset and zero overlap representing different physical features
a81b5b6a-384f-4f04-a6b9-7f01eb003c48,fc_sidewalk_3041,no_match,0.95,Segments are perpendicular and do not overlap.
a860f500-5a8f-44c2-b19d-050d66c8407a,fc_sidewalk_37753,no_match,1.0,Segments are geographically distant and do not overlap
a8d4b632-8f70-435f-aaec-6d182ab35aed,fc_sidewalk_29691,no_match,0.95,Parallel road and sidewalk segments represent distinct physical features and do not overlap.
ab9e5640-c316-4a83-a3e7-81b372586d8b,fc_sidewalk_3826,no_match,0.95,Parallel segments representing a residential road and an adjacent sidewalk are distinct physical entities.
ae31f46b-fde6-4baf-b5c0-90932a046218,fc_sidewalk_27355,no_match,0.95,The target is a sidewalk parallel to the reference road with a clear physical offset.
b3d7f1cf-b2a5-4ad4-a46a-022b9b46e165,fc_sidewalk_17124,no_match,1.0,Segments are spatially separated with no overlap and different geometries.
b839b998-650c-4c25-b4db-6d8386882a33,fc_sidewalk_25068,no_match,1.0,Segments are in different locations and have different orientations.
b992d29a-75a5-4fc4-9a82-90a2a11cda34,fc_sidewalk_34351,no_match,1.0,Segments are far apart and oriented perpendicularly.
bb57f73c-ad8e-4cee-9c1c-a3c4d32de595,fc_sidewalk_30297,no_match,0.9,Parallel segments representing a road and its adjacent sidewalk
bc724802-af9d-474d-80a4-9cfe73493614,fc_sidewalk_13537,no_match,0.9,Red segment is a parallel sidewalk distinct from the blue road centerline.
bd9b3492-b700-4e93-9d29-7b00b26c4939,fc_sidewalk_18102,match,0.9,Segments are collinear and show significant overlap representing the same physical path.
beb13d2b-239a-4dbe-b00d-00216c407ee5,fc_sidewalk_36143,no_match,1.0,Segments are perpendicular and physically separated.
bec565b1-f84e-4f60-90eb-3d6c80511a65,fc_sidewalk_4733,no_match,0.9,Parallel segments with ~8m offset representing distinct infrastructure (road vs sidewalk) which are separate physical segments.
bece9b12-9b0b-410b-b21a-7c8295365e39,fc_sidewalk_17069,no_match,0.9,Parallel segments with significant spatial offset representing distinct features (road vs sidewalk) rather than the same physical segment.
c046bf8e-773c-4956-92bc-0254bbeacb5b,fc_sidewalk_13331,no_match,1.0,Parallel segments with no overlap and significant separation
c224d182-cff1-42fa-8033-f248ecfb91af,fc_sidewalk_31627,no_match,1.0,Segments are perpendicular and spatially separated with no overlap.
c3ea39c6-e636-4f35-9ca8-748af2bac585,fc_sidewalk_33010,no_match,1.0,The segments are spatially distant with zero overlap and represent different infrastructure classes (residential vs footway).
c9bf7068-613b-4ebf-af67-646b60c076cc,fc_sidewalk_19291,no_match,0.85,Segments are parallel with a consistent offset and different geometries at the northern end
cbe8c900-2788-42b4-ad71-7a2358cb56f4,fc_sidewalk_17940,no_match,0.95,Parallel segments representing distinct road and sidewalk infrastructure
cf0b7c54-4b2a-4aa7-82b2-e237faaa65cf,fc_sidewalk_32256,no_match,1.0,Segments are in completely separate locations with no overlap and different orientations.
d0cc46d3-ddfb-4506-867b-e8d5ec130311,fc_sidewalk_19225,no_match,1.0,Segments are in different locations with perpendicular headings and no overlap.
d13a488f-8f7f-4638-9bf0-6d556df527d7,fc_sidewalk_13805,no_match,0.95,Segments represent parallel but distinct physical features (residential road vs sidewalk) with a clear lateral offset.
d2058034-7ce4-4c59-8b2f-1ae61f375a03,fc_sidewalk_5517,no_match,1.0,Segments are in completely separate locations with no overlap and different geometries.
d949d3d9-dec0-41f9-adeb-a48701b24e07,fc_sidewalk_16018,match,0.9,Segments are collinear and share significant overlap according to metadata and visual alignment.
