gers_id,target_id,label,confidence,reasoning,labeler,dataset
4d4ed952-d880-4c5d-adf3-146f02435d47,fc_street_3689,no_match,0.95,Segments are far apart with blue at top and red at bottom of image - no overlap or shared path; heading_delta of 89 degrees confirms perpendicular orientation; completely different streets (South Washington Avenue vs Powderhorn Dr),claude_opus_geometry_only,us_fort_collins_streets
4f38fe2c-cfbd-4164-aa82-fdbeccbc2ed0,fc_street_10687,no_match,0.95,Blue segment at top and red segment at bottom are completely separate with large vertical gap - different physical locations not the same feature,claude_opus_geometry_only,us_fort_collins_streets
502b2344-a44d-47de-9806-de7f0b679a8c,fc_street_11107,no_match,0.95,Segments are far apart on opposite sides of image with different orientations - red segment on left and blue segment on right are not the same physical feature,claude_opus_geometry_only,us_fort_collins_streets
5329ac5f-82cd-4d23-a129-a71078945297,fc_street_2181,no_match,0.95,Segments are far apart with no overlap - red segment at top-left and blue segment at bottom-right of image with significant separation and 51° heading difference indicating completely different streets,claude_opus_geometry_only,us_fort_collins_streets
5478b444-3b0c-4ca1-ae87-95cfafb143fd,fc_street_8482,no_match,0.95,Blue and red segments are in completely different locations - blue in upper left corner and red in lower right corner with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
55e53e7f-da4c-4c1d-8719-5c2d2800374b,fc_street_3869,no_match,0.95,Blue and red segments are far apart vertically with no overlap - red segment at top and blue segment at bottom of image indicating completely separate physical features,claude_opus_geometry_only,us_fort_collins_streets
5ba5db64-6ca5-4f8a-af5a-c7467bc10a2e,fc_street_10259,no_match,0.95,Blue segment at top and red segment at bottom are far apart with no overlap - completely different locations; also reference is footway while target is residential road,claude_opus_geometry_only,us_fort_collins_streets
5c58600c-f943-474b-b392-450ab5bd99c6,fc_street_6975,no_match,0.95,Segments are in completely different locations - red at top of image and blue at bottom - not overlapping or following same path,claude_opus_geometry_only,us_fort_collins_streets
5e97b21a-2391-455d-8cfa-f60f5b4eaf26,fc_street_8383,no_match,0.95,Segments are completely separate - blue at top and red at bottom with large spatial gap between them indicating different physical features,claude_opus_geometry_only,us_fort_collins_streets
5fe9d37c-459a-457e-8236-44d487bfb7c1,fc_street_10249,no_match,0.95,Blue segment at top and red segment at bottom are far apart with no overlap - completely separate locations in the city,claude_opus_geometry_only,us_fort_collins_streets
64420ce4-dcb1-4483-b7a3-ebcc6e1c657b,fc_street_4243,no_match,0.95,Blue segment in upper-left corner and red segment in lower-right corner are in completely different locations with no overlap - they are separate streets (North Briarwood Road vs Yale Ave),claude_opus_geometry_only,us_fort_collins_streets
665d1d15-bef4-43d9-b825-57f1994cb6db,fc_street_8550,no_match,0.95,Blue segment runs north-south while red segment runs east-west; perpendicular orientation with ~88 degree heading delta confirms different streets,claude_opus_geometry_only,us_fort_collins_streets
66deba92-01ea-4795-ab06-710f9197dc0b,fc_street_5976,no_match,0.95,Segments are far apart on opposite sides of image with no overlap - blue on right and red on left are completely separate features,claude_opus_geometry_only,us_fort_collins_streets
67c4dea6-0017-49ae-b87d-269c7177d665,fc_street_3792,no_match,0.95,Segments are completely separate - blue segment is in bottom-left corner forming a U-shape while red segment is in top-right corner; they do not overlap or follow the same path,claude_opus_geometry_only,us_fort_collins_streets
67c67652-48d4-400e-88df-12260924be68,fc_street_167,no_match,0.95,Different feature types (footway vs motorway_link) and segments are in completely different locations - blue dot in upper left and red line segment in lower right with no overlap,claude_opus_geometry_only,us_fort_collins_streets
68a3f6ec-a0c5-4fe8-930e-d8f59ac6dbad,fc_street_2878,no_match,0.95,Blue segment in upper-left and red segment in lower-right are completely separate with no overlap or shared path - they are different streets in different locations,claude_opus_geometry_only,us_fort_collins_streets
6dd8216c-2262-4a2b-8c7f-b9dec256db87,fc_street_481,no_match,0.95,Segments are on opposite sides of image with ~800m separation and 39-degree heading difference - completely different physical locations not the same road feature,claude_opus_geometry_only,us_fort_collins_streets
704d190c-1efb-4737-ba50-be1ad50a7899,fc_street_6753,no_match,0.95,Red and blue segments are in completely different locations - red is in upper left corner while blue is in lower right corner with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
73af3dab-974b-4332-a69d-0acacaaaa70a,fc_street_1711,no_match,0.95,Blue and red segments are in completely different locations - red is in upper left corner while blue is in lower right corner with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
77789b27-b668-48ca-8c19-5990af5ab84e,fc_street_4138,no_match,0.95,Segments in opposite corners with no overlap - red in upper left and blue in lower right are completely separate features,claude_opus_geometry_only,us_fort_collins_streets
79e4506a-38f4-47ac-a44d-b9efd243c3bf,fc_street_1551,no_match,0.95,Red segment in upper-left corner and blue segment in lower-right corner are completely separated with no overlap - different physical locations plus footway vs residential road class mismatch,claude_opus_geometry_only,us_fort_collins_streets
7b305032-ef98-49e5-b25a-c5d51c8518c1,fc_street_11164,no_match,0.95,Red and blue segments are in completely different locations - red in upper left corner and blue in lower right corner with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
7d445a1e-0bc3-4c3c-95d1-4b111fa2358b,fc_street_6640,no_match,0.95,Segments are far apart with no overlap - blue segment in lower right corner and red segment in upper left - completely different locations and different feature types (footway vs tertiary road),claude_opus_geometry_only,us_fort_collins_streets
7dcbcd9f-1ff3-4d70-8145-51c0ac0c7edd,fc_street_8431,no_match,0.95,Blue segment (bottom-left) and red segment (top-right) are in completely different locations with no overlap - different roads entirely,claude_opus_geometry_only,us_fort_collins_streets
7efba784-19c8-4f64-9295-f401bdf92377,fc_street_5744,no_match,0.95,Blue segment at top and red segment at bottom-left are far apart with no overlap and heading delta of 72 degrees indicates perpendicular/different streets,claude_opus_geometry_only,us_fort_collins_streets
84268477-2c33-437d-b57d-ca800605d51d,fc_street_7127,no_match,0.95,Blue segment in upper-left and red segment in lower-right are completely separate with no overlap; also reference is footway while target is tertiary road (different feature types),claude_opus_geometry_only,us_fort_collins_streets
84804010-ae55-4093-8067-9296ccd2099a,fc_street_2974,no_match,0.95,Segments are far apart with no overlap - red at top and blue at bottom of large bounding box - different physical locations,claude_opus_geometry_only,us_fort_collins_streets
84fc3695-f30f-47a5-a0fb-ce77aa19e1cc,fc_street_6509,no_match,0.95,Blue segment at top runs north-south while red segment at bottom runs diagonally east-west; completely different locations and orientations with ~47 degree heading difference; different street names (South Shields Street vs Cunningham Dr),claude_opus_geometry_only,us_fort_collins_streets
85bbbb4d-d50c-4c8d-848b-f075499385a3,fc_street_10041,no_match,0.95,Blue segment in upper-left corner and red segment in lower-right corner are in completely different locations with no overlap; heading_delta of 89.6 degrees confirms they are perpendicular; different road classes (residential vs primary) and different names (Blondel Street vs STATE HIGHWAY 392) support this being two entirely separate roads,claude_opus_geometry_only,us_fort_collins_streets
87d3426b-9152-44a6-b531-030f032f44c2,fc_street_6997,no_match,0.95,Blue and red segments are in completely different locations - blue in lower left and red in upper right with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
95a74206-0bc8-4eda-bdfd-a548bdb44afe,fc_street_10687,no_match,0.95,Segments are far apart with no overlap - blue segment in upper right and red segment in lower left are completely separate features in different locations,claude_opus_geometry_only,us_fort_collins_streets
97c80d0a-2da5-428c-8ae6-849c69eff515,fc_street_1484,no_match,0.95,Segments appear in completely different locations with no visible overlap - blue reference in upper right and red target in lower left corners of image,claude_opus_geometry_only,us_fort_collins_streets
9aadbc01-e0d7-434b-9266-4856e93f58ae,fc_street_5807,no_match,0.95,Blue and red segments are at opposite corners of the image with no overlap or proximity - completely different physical locations,claude_opus_geometry_only,us_fort_collins_streets
9bae15bd-0414-42aa-93f2-23ab25e34deb,fc_street_7548,no_match,0.95,Blue segment (curved arc in upper right) and red segment (short diagonal in lower left) are completely separate features in different locations with no spatial overlap or connection,claude_opus_geometry_only,us_fort_collins_streets
a1304b15-67f9-40a7-b74a-81c998ba1dfd,fc_street_4461,no_match,0.95,Segments are in completely different locations - blue on far left and red on far right with no overlap; also different feature types (footway vs residential road),claude_opus_geometry_only,us_fort_collins_streets
a1f5efd8-1a4c-43aa-b551-37ec566e23b8,fc_street_3705,no_match,0.95,Blue and red segments are in completely different locations - blue in upper-left corner and red in lower-right corner with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
a2c2b83a-1d69-4072-bfc8-8f9ec6a07b7d,fc_street_2500,no_match,0.95,Blue segment in upper right corner and red segment in lower left corner are widely separated with no spatial overlap - different streets entirely,claude_opus_geometry_only,us_fort_collins_streets
a3b49eac-97fb-45cb-8d0f-967d35043335,fc_street_4032,no_match,0.95,Blue segment runs nearly vertical on left while red segment runs nearly horizontal at top - perpendicular streets that do not follow same path,claude_opus_geometry_only,us_fort_collins_streets
a46aab9e-fcbe-4ae2-9176-92a045e5e22f,fc_street_7141,no_match,0.95,Blue segment at bottom and red segment at top are completely separate with no overlap - different locations entirely,claude_opus_geometry_only,us_fort_collins_streets
b4f927ea-2795-442c-91d3-dd65b7a79b0c,fc_street_2113,no_match,0.95,Blue and red segments are in completely different locations with no overlap - blue cluster on left side and red cluster on right side of image indicating geographically separate features,claude_opus_geometry_only,us_fort_collins_streets
b612c9e2-82a8-498a-b6f5-e001dab06254,fc_street_8166,no_match,0.95,Blue and red segments are in completely different locations - blue is upper left and red is lower right with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
bb998d07-a529-4d56-ae0b-c3bcf4a2acb3,fc_street_7556,no_match,0.95,Segments are completely separated with no overlap - red in upper left corner and blue in lower right corner with large spatial gap between them,claude_opus_geometry_only,us_fort_collins_streets
be3f722c-8b85-4967-9775-40e9e4e0de27,fc_street_8464,no_match,0.95,Segments are far apart with no overlap - red point upper left and blue segment lower right are completely separate features; also footway vs residential class mismatch,claude_opus_geometry_only,us_fort_collins_streets
be89c7f6-7894-4aa4-9aff-a86a8c6e3538,fc_street_4062,no_match,0.95,Blue and red segments are in completely different locations - blue in upper left corner and red in lower right corner with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
c57e2d31-09b3-446a-90af-2d7bc9efac8b,fc_street_3063,no_match,0.95,Blue segment runs north-south in upper left while red segment is a tiny dot in lower right - completely separate locations with no overlap and perpendicular street names (Taft Hill Road vs Stuart St),claude_opus_geometry_only,us_fort_collins_streets
c62d84ab-6a72-4cfa-a04a-76c7c5503057,fc_street_3352,no_match,0.95,Different feature types (footway vs residential road) and geometries are far apart at opposite corners of bounding box with no overlap,claude_opus_geometry_only,us_fort_collins_streets
cd2aa0af-ee35-47e6-85e6-eff5d2202177,fc_street_6481,no_match,0.95,Segments at opposite corners of bbox - blue in top-left and red in bottom-right with no overlap or shared path,claude_opus_geometry_only,us_fort_collins_streets
cdea2201-7c49-4f8b-b478-0d76e28bfb4b,fc_street_11106,no_match,0.95,Segments are far apart with no overlap - red segment on left side and blue segment on right side of image with large gap between them,claude_opus_geometry_only,us_fort_collins_streets
ce99d40d-390c-4f82-9e5f-cce101d90092,fc_street_6641,no_match,0.95,Blue segment in upper-right and red segment in lower-left are completely separate with no overlap or proximity; also different feature types (footway vs residential road),claude_opus_geometry_only,us_fort_collins_streets
d0db95ad-4b23-4c80-99cc-4021b17b71b8,fc_street_1539,no_match,0.95,Reference segment is tiny (2.9m) point-like feature in bottom-left corner while target is long 87m segment in upper-right - completely different locations with no spatial overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
d19f8077-d9cb-4717-a52e-42b9bae5cf74,fc_street_2604,no_match,0.95,Segments are far apart and not aligned - blue in lower left and red in upper right with completely different orientations and no overlap,claude_opus_geometry_only,us_fort_collins_streets
d1ec281e-2ef2-4dfa-b0cc-08e3cd39fa84,fc_street_6482,no_match,0.98,Segments are kilometers apart in completely different locations - not the same physical feature,claude_opus_geometry_only,us_fort_collins_streets
d3413dbf-526d-4958-9e56-7dc39575ee1d,fc_street_6121,no_match,0.95,Segments are far apart on opposite sides of image with no overlap - red on left and blue on right - completely separate features,claude_opus_geometry_only,us_fort_collins_streets
dc9e2a03-ee2d-4a2e-a3ea-769b8da9b0ee,fc_street_4142,no_match,0.95,Blue segment in bottom-right and red segment in top-left are far apart with no overlap; also different feature types (footway vs residential road),claude_opus_geometry_only,us_fort_collins_streets
e222433e-4704-4b2f-9e31-889c1eca860b,fc_street_10440,no_match,0.95,Blue and red segments are on opposite sides of image with large geographic separation - not the same physical feature,claude_opus_geometry_only,us_fort_collins_streets
ea0e8a3c-b927-4b78-afba-8ee34842d0cb,fc_street_5535,no_match,0.95,Blue segment at top and red segment at bottom are in completely different locations with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
ea255b03-02c3-479d-9727-edf70078b391,fc_street_6088,no_match,0.95,Blue segment in upper-left corner and red segment in lower-right corner are completely separate with no overlap or proximity - they are distant unrelated features,claude_opus_geometry_only,us_fort_collins_streets
ea59f1b4-60ab-44cd-a247-d0475fb5fa6f,fc_street_8240,no_match,0.95,Blue and red segments are in completely different locations - blue in upper left corner and red in lower right corner with no overlap or proximity,claude_opus_geometry_only,us_fort_collins_streets
eddf4763-b6e6-43ea-93bd-6f4259629d66,fc_street_10505,no_match,0.95,Tiny blue reference segment (7.5m) at far left with no geometric overlap with long red target segment (358m motorway ramp) on far right - completely separate non-overlapping features,claude_opus_geometry_only,us_fort_collins_streets
f47a3edf-61ee-4784-9cc8-fe603356e662,fc_street_8294,no_match,0.95,Blue and red segments are in opposite corners of bbox with no overlap - reference is footway and target is residential road in completely different locations,claude_opus_geometry_only,us_fort_collins_streets
f4947944-9c5d-476e-b3be-792c4b1fa5bf,fc_street_989,no_match,0.95,Blue segment in bottom-left corner and red segment in top-right corner are in completely different locations with no spatial overlap - these are separate roads far apart,claude_opus_geometry_only,us_fort_collins_streets
f6c5ff6c-723b-4252-861e-27eb4a4bff56,fc_street_5594,no_match,0.95,Segments at opposite corners of image with no overlap - blue in upper-left and red in lower-right are completely separate features,claude_opus_geometry_only,us_fort_collins_streets
fb87f5ce-0632-43af-89cc-bf66ddf9486a,fc_street_7790,no_match,0.95,Blue segment on far left and red segment on far right are completely separated with no overlap or proximity - different locations entirely,claude_opus_geometry_only,us_fort_collins_streets
fbd8b63b-34f3-4514-8f6d-f86fcf1c9c4e,fc_street_5349,no_match,0.99,Segments are kilometers apart with no geographic overlap - completely different locations,claude_opus_geometry_only,us_fort_collins_streets
ff9405ec-b78a-468a-a109-28ac1d52dbb1,fc_street_7348,no_match,0.95,Blue segment in lower-left and red segment in upper-right are completely separate with no overlap or proximity - different physical locations,claude_opus_geometry_only,us_fort_collins_streets
